track_name,artist_name,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_ms,time_signature
i don't wanna know,GOLDHOUSE,pop edm,0.641,0.28,10.0,-8.737,1.0,0.0312,0.815,0.0866,0.497,120.005,186500.0,10.0
i don't wanna know - acoustic,GOLDHOUSE,pop edm,0.641,0.28,10.0,-8.737,1.0,0.0312,0.815,0.0866,0.497,120.005,186500.0,10.0
i don't want to watch the world end with someone else,Clinton Kane,alt z,0.535,0.359,2.0,-9.343,1.0,0.0607,0.771,0.111,0.488,154.163,184505.0,2.0
i dont love me,blackbear,pop,0.666,0.704,1.0,-5.737,0.0,0.0366,0.0106,0.348,0.418,139.972,197149.0,1.0
i fall apart,sadeyes,emo rap,0.658,0.487,0.0,-9.618,1.0,0.45,0.487,0.26,0.523,135.232,178424.0,0.0
i hate the weather,Vorsa,lo-fi chill,0.637,0.522,4.0,-5.05,1.0,0.0819,0.652,0.1,0.328,150.073,154800.0,4.0
"i hate u, i love u (feat. olivia o'brien)",gnash,alt z,0.492,0.275,6.0,-13.4,0.0,0.3,0.687,0.101,0.18,92.6,251034.0,6.0
i hope ur miserable until ur dead,Nessa Barrett,social media pop,0.706,0.544,2.0,-7.275,1.0,0.0306,0.0273,0.087,0.477,115.935,177583.0,2.0
i might like u,Boon,dark r&b,0.748,0.529,10.0,-7.399,1.0,0.423,0.543,0.401,0.841,154.015,135705.0,10.0
i miss u (with Au/Ra),Jax Jones,dance pop,0.668,0.726,9.0,-7.512,1.0,0.0468,0.0387,0.134,0.453,124.075,172143.0,9.0
i pick loneliness,Munn,singer-songwriter pop,0.604,0.58,7.0,-7.169,1.0,0.31,0.464,0.16,0.419,95.087,157000.0,7.0
i saw you in a dream,The Japanese House,indie pop,0.607,0.451,4.0,-8.206,1.0,0.0286,0.0604,0.19,0.676,94.054,208280.0,4.0
i still think of you,the bootleg boy,lo-fi chill,0.575,0.193,2.0,-15.494,1.0,0.179,0.951,0.156,0.308,118.589,125052.0,2.0
i think too much,Christian French,alt z,0.675,0.695,7.0,-7.859,0.0,0.0753,0.00383,0.0637,0.662,92.025,202779.0,7.0
i wanna slam my head against the wall,glaive,glitchcore,0.476,0.816,5.0,-3.412,1.0,0.139,0.0605,0.107,0.584,182.269,116551.0,5.0
i'm glad that you found someone,sad alex,modern indie pop,0.807,0.629,11.0,-4.317,1.0,0.141,0.677,0.108,0.311,169.982,194823.0,11.0
icarus,glaive,glitchcore,0.621,0.838,9.0,-5.006,0.0,0.0909,0.0416,0.347,0.329,103.103,116505.0,9.0
ice cream,dempsey hope,modern indie pop,0.677,0.29,5.0,-11.973,0.0,0.176,0.845,0.0976,0.77,94.853,136421.0,5.0
idfc,blackbear,pop,0.63,0.5,1.0,-8.755,0.0,0.0611,0.611,0.114,0.315,144.871,245172.0,1.0
idfc - Tarro Remix,blackbear,pop,0.58,0.694,1.0,-5.45,0.0,0.221,0.481,0.109,0.389,139.751,248633.0,1.0
if I were u (with Lauv),blackbear,pop,0.666,0.628,8.0,-5.613,1.0,0.0623,0.144,0.189,0.767,82.992,186468.0,8.0
if i were a friend,BLÜ EYES,alt z,0.543,0.471,11.0,-9.904,1.0,0.0438,0.616,0.161,0.0775,91.921,152985.0,11.0
if we never met,John K,singer-songwriter pop,0.958,0.376,8.0,-7.063,1.0,0.0523,0.171,0.13,0.331,107.964,145316.0,8.0
if we never met (feat. Kelsea Ballerini),John K,singer-songwriter pop,0.955,0.369,8.0,-7.614,1.0,0.0502,0.223,0.14,0.343,107.98,144244.0,8.0
ill come back to you (feat. Sarcastic Sounds & Rxseboy),Powfu,sad lo-fi,0.652,0.483,8.0,-9.964,0.0,0.291,0.658,0.393,0.372,75.987,134881.0,8.0
ilym,John K,singer-songwriter pop,0.261,0.277,1.0,-8.143,0.0,0.031,0.572,0.0859,0.0617,179.077,236082.0,1.0
ilym (feat. ROSIE),John K,singer-songwriter pop,0.261,0.277,1.0,-8.143,0.0,0.031,0.572,0.0859,0.0617,179.077,236082.0,1.0
in case you miss me,John K,singer-songwriter pop,0.674,0.544,3.0,-7.113,1.0,0.0409,0.147,0.0734,0.463,149.125,170005.0,3.0
in my heart,vowl.,traprun,0.621,0.798,0.0,-5.918,1.0,0.0513,0.0263,0.185,0.0914,110.999,160000.0,0.0
in your arms,Saib,chillhop,0.739,0.28,0.0,-17.212,1.0,0.0929,0.697,0.362,0.755,142.912,277840.0,0.0
insomnia,Paycheck,sad rap,0.716,0.471,1.0,-9.501,0.0,0.0374,0.756,0.0888,0.405,75.011,204986.0,1.0
intimate moments,Isaac Dunbar,alt z,0.524,0.664,2.0,-6.214,1.0,0.0405,0.0106,0.126,0.432,129.897,210507.0,2.0
is your bedroom ceiling bored? (feat. Cavetown),Sody,alt z,0.616,0.45,6.0,-9.832,1.0,0.114,0.529,0.0926,0.195,123.851,207510.0,6.0
is your bedroom ceiling bored? (feat. Rxseboy) - Fudasca Remix,Sody,alt z,0.521,0.347,6.0,-12.716,1.0,0.164,0.463,0.091,0.198,123.996,191119.0,6.0
"jealousy, jealousy",Olivia Rodrigo,pop,0.695,0.575,10.0,-6.334,0.0,0.116,0.198,0.0614,0.699,163.929,173160.0,10.0
just a boy,Alaina Castillo,alt z,0.51,0.303,7.0,-5.344,1.0,0.0562,0.892,0.127,0.51,198.149,185682.0,7.0
just wanna rock (Lil Uzi Vert) - Sped Up Version,sped up nightcore,nightcore,0.544,0.546,1.0,-14.475,1.0,0.0923,0.0099,0.392,0.151,161.76,100383.0,1.0
justified,Kacey Musgraves,classic texas country,0.669,0.552,0.0,-7.98,1.0,0.0587,0.807,0.321,0.488,100.102,180800.0,0.0
justlikeu4theimage,glaive,glitchcore,0.708,0.723,1.0,-4.449,1.0,0.0545,0.0196,0.201,0.673,141.944,117000.0,1.0
kaika,cadode,japanese alternative pop,0.542,0.654,9.0,-8.384,1.0,0.0376,0.391,0.186,0.487,88.008,214117.0,9.0
keep me afraid,Nessa Barrett,social media pop,0.474,0.68,7.0,-6.354,0.0,0.0733,0.0811,0.171,0.272,171.997,164994.0,7.0
killua,zxcursed,ukrainian viral pop,0.591,0.703,11.0,-5.807,1.0,0.0684,0.000291,0.309,0.705,122.031,97377.0,11.0
kissing girls,Grady,indie electropop,0.415,0.456,0.0,-7.315,1.0,0.106,0.934,0.49,0.72,181.452,100750.0,0.0
kometostai.aintreallynootherwaytoputitro,Knxwledge,abstract beats,0.576,0.636,4.0,-8.688,1.0,0.0755,0.399,0.23,0.438,78.244,73898.0,4.0
konoha peace (naruto shippuden lofi),luvbyrd,anime lo-fi,0.926,0.159,2.0,-17.805,1.0,0.1,0.949,0.0867,0.506,124.058,110444.0,2.0
kya karoon?,Zaeden,desi pop,0.723,0.56,5.0,-8.324,0.0,0.035,0.645,0.228,0.619,145.022,200276.0,5.0
la di die (feat. jxdn),Nessa Barrett,social media pop,0.484,0.643,1.0,-4.72,1.0,0.0416,0.0036,0.243,0.345,163.97,195191.0,1.0
lap #1,glaive,glitchcore,0.628,0.538,0.0,-5.346,1.0,0.0349,0.074,0.0795,0.118,143.036,127355.0,0.0
late nights and lonely,Suriel Hess,singer-songwriter pop,0.443,0.535,2.0,-7.477,1.0,0.167,0.718,0.144,0.345,96.149,152120.0,2.0
leave,gnash,alt z,0.506,0.381,1.0,-10.953,0.0,0.266,0.427,0.139,0.0389,92.11,175229.0,1.0
let me hold you,lofi.samurai,japanese chillhop,0.533,0.331,10.0,-15.903,0.0,0.587,0.982,0.829,0.23,69.527,85979.0,10.0
lie to me,Ali Gatie,canadian hip hop,0.639,0.404,4.0,-7.68,0.0,0.037,0.0166,0.343,0.045,138.054,177440.0,4.0
lie to me,Tate McRae,alt z,0.642,0.392,4.0,-7.846,0.0,0.0372,0.0151,0.352,0.0479,138.065,177440.0,4.0
losing interest,Paycheck,sad rap,0.959,0.317,11.0,-18.153,0.0,0.197,0.649,0.113,0.641,119.021,108482.0,11.0
love me blind,Josh Golden,la pop,0.371,0.565,1.0,-7.222,1.0,0.0427,0.0643,0.35,0.068,113.385,209736.0,1.0
love within,Linearwave,anime lo-fi,0.626,0.201,2.0,-12.888,0.0,0.0369,0.951,0.0905,0.266,131.046,97099.0,2.0
love yourself (spend forever),cookii,hyperpop,0.646,0.396,2.0,-9.376,1.0,0.06,0.0188,0.0713,0.435,129.399,165169.0,2.0
"love, or the lack thereof",Isaac Dunbar,alt z,0.686,0.677,1.0,-7.064,1.0,0.162,0.153,0.0906,0.365,114.988,187800.0,1.0
lovely (with Khalid),Billie Eilish,art pop,0.351,0.296,4.0,-10.109,0.0,0.0333,0.934,0.095,0.12,115.284,200186.0,4.0
lowkey,NIKI,indonesian r&b,0.752,0.494,0.0,-8.18,1.0,0.0559,0.432,0.0869,0.227,117.901,171356.0,0.0
luv(drunk),Conro,canadian electronic,0.807,0.836,0.0,-4.359,0.0,0.0359,0.0434,0.113,0.962,120.057,181000.0,0.0
m.A.A.d city,Kendrick Lamar,conscious hip hop,0.487,0.729,2.0,-6.815,1.0,0.271,0.0538,0.44,0.217,91.048,350120.0,2.0
madhouse,Matt Maltese,indie anthem-folk,0.641,0.533,10.0,-8.421,1.0,0.0516,0.597,0.143,0.64,156.995,211075.0,10.0
make up sex (feat. blackbear),Machine Gun Kelly,ohio hip hop,0.665,0.678,5.0,-4.122,0.0,0.0315,0.00156,0.474,0.682,131.986,122570.0,5.0
mama i'm so sorry..,Josh Golden,la pop,0.623,0.609,11.0,-3.827,0.0,0.0345,0.437,0.0888,0.217,105.137,151146.0,11.0
masquerade,siouxxie sixxsta,glitchcore,0.608,0.792,9.0,-5.721,1.0,0.0355,0.000674,0.252,0.611,161.104,144536.0,9.0
me & ur ghost,blackbear,pop,0.742,0.679,7.0,-4.594,1.0,0.0259,0.0488,0.0754,0.856,100.041,201398.0,7.0
me me she,RADWIMPS,j-pop,0.617,0.592,4.0,-4.816,1.0,0.0289,0.0204,0.147,0.374,117.97,281493.0,4.0
met this girl on the internet,young friend,modern indie pop,0.734,0.206,4.0,-13.501,1.0,0.04,0.808,0.152,0.205,126.072,179446.0,4.0
might be this,Sarcastic Sounds,lo-fi chill,0.677,0.605,5.0,-9.751,1.0,0.0513,0.847,0.0892,0.659,90.046,150333.0,5.0
minor,Gracie Abrams,alt z,0.705,0.281,2.0,-7.991,1.0,0.0863,0.856,0.117,0.211,84.882,160507.0,2.0
moment,Vierre Cloud,sped up,0.544,0.855,6.0,-7.461,1.0,0.093,0.0426,0.167,0.517,171.349,129543.0,6.0
moodz (feat. 24hrs),blackbear,pop,0.754,0.486,8.0,-8.864,1.0,0.143,0.199,0.115,0.151,101.922,220588.0,8.0
moon and back,JVKE,modern indie pop,0.594,0.494,2.0,-4.262,1.0,0.0722,0.571,0.206,0.486,180.132,148298.0,2.0
moonlight,dhruv,nyc pop,0.735,0.501,11.0,-11.257,0.0,0.167,0.627,0.104,0.551,92.031,159130.0,11.0
more,BETWEEN FRIENDS,indie pop,0.386,0.516,0.0,-9.223,1.0,0.285,0.515,0.0972,0.556,95.0,193280.0,0.0
more,keshi,chill r&b,0.565,0.707,5.0,-4.98,1.0,0.0357,0.568,0.374,0.401,79.973,184011.0,5.0
morning moon,Kanisan,lo-fi study,0.585,0.172,9.0,-15.14,0.0,0.0668,0.732,0.0971,0.0484,79.939,136687.0,9.0
my bad luv,blackbear,pop,0.64,0.655,9.0,-4.684,0.0,0.0414,0.0362,0.456,0.389,122.967,183433.0,9.0
my ex's best friend (with blackbear),Machine Gun Kelly,ohio hip hop,0.731,0.675,5.0,-5.134,0.0,0.0434,0.00473,0.141,0.298,124.939,139461.0,5.0
my heart is lost,blackbear,pop,0.643,0.521,6.0,-7.966,1.0,0.0516,0.241,0.0896,0.678,159.964,198000.0,6.0
n.y.e.,blackbear,pop,0.742,0.639,2.0,-7.63,0.0,0.183,0.124,0.114,0.356,115.078,169431.0,2.0
nervous,blackbear,pop,0.821,0.517,6.0,-10.488,0.0,0.0497,0.201,0.203,0.722,115.087,153913.0,6.0
never knew a heart could break itself,Zach Hood,alt z,0.579,0.454,9.0,-7.264,1.0,0.0427,0.465,0.0997,0.461,78.949,155223.0,9.0
"never mind, let's break up",LANY,la pop,0.658,0.74,7.0,-6.631,1.0,0.0331,0.0992,0.186,0.285,101.026,162316.0,7.0
nightgleam,Kainbeats,anime lo-fi,0.549,0.06,6.0,-20.541,1.0,0.0329,0.917,0.339,0.0603,64.556,150233.0,6.0
no place like hope,Zachary Knowles,bedroom soul,0.689,0.346,8.0,-14.561,1.0,0.0709,0.627,0.104,0.395,75.025,252800.0,8.0
no way !,Yot Club,bedroom pop,0.651,0.696,7.0,-7.889,1.0,0.0314,0.0949,0.387,0.62,130.27,166458.0,7.0
nobody else,LANY,la pop,0.569,0.291,0.0,-14.509,1.0,0.043,0.744,0.137,0.313,151.659,197480.0,0.0
north fell,Delayde,lo-fi beats,0.647,0.114,8.0,-22.331,1.0,0.0539,0.956,0.113,0.11,72.974,170959.0,8.0
not that inna you,cookii,hyperpop,0.765,0.442,4.0,-6.602,1.0,0.0421,0.149,0.0674,0.913,124.999,161312.0,4.0
not ur friend,Jeremy Zucker,alt z,0.778,0.313,4.0,-9.288,1.0,0.421,0.301,0.667,0.707,68.936,174520.0,4.0
nothing else i could do,ella jane,alt z,0.788,0.545,3.0,-7.647,1.0,0.0487,0.475,0.134,0.583,119.948,170000.0,3.0
ocean waves,Alaina Castillo,alt z,0.458,0.521,8.0,-6.348,0.0,0.0943,0.417,0.368,0.449,89.827,220236.0,8.0
one that got away,sad alex,modern indie pop,0.734,0.579,11.0,-5.988,1.0,0.0958,0.372,0.0646,0.485,102.029,141765.0,11.0
one year has passed (look at all we've been through),colours in the dark,lo-fi sleep,0.528,0.0887,7.0,-22.654,1.0,0.0392,0.906,0.0891,0.058,119.995,141000.0,7.0
oui,Jeremih,chicago rap,0.418,0.724,5.0,-3.724,1.0,0.0964,0.213,0.112,0.604,78.521,238320.0,5.0
paragraphs,blackbear,pop,0.742,0.46,1.0,-11.229,1.0,0.0635,0.243,0.102,0.116,99.073,169697.0,1.0
peter,l i l a,instrumental math rock,0.536,0.757,8.0,-6.992,1.0,0.0513,0.556,0.0751,0.739,170.08,197552.0,8.0
playboy shit (feat. Lil Aaron),blackbear,pop,0.656,0.741,11.0,-4.998,0.0,0.18,0.0847,0.111,0.882,154.937,212129.0,11.0
poison,glaive,glitchcore,0.515,0.527,0.0,-5.719,0.0,0.0385,0.0633,0.214,0.371,159.987,136134.0,0.0
porcelain,mxmtoon,alt z,0.569,0.108,9.0,-15.855,1.0,0.035,0.883,0.112,0.181,110.421,271915.0,9.0
positions,Ariana Grande,pop,0.737,0.802,0.0,-4.771,1.0,0.0878,0.468,0.0931,0.682,144.015,172325.0,0.0
powder,kairos,lo-fi sleep,0.566,0.0848,10.0,-22.699,1.0,0.0352,0.893,0.101,0.0772,126.031,180000.0,10.0
precious light,Kainbeats,anime lo-fi,0.724,0.0769,9.0,-18.054,1.0,0.0639,0.956,0.0981,0.201,143.95,137084.0,9.0
prick,glaive,glitchcore,0.403,0.888,1.0,-2.842,1.0,0.12,0.0262,0.201,0.404,84.947,134112.0,1.0
prolly my spookiest beat (sped up),prodby668,sped up,0.639,0.52,5.0,-10.77,1.0,0.0934,0.0506,0.0995,0.833,159.984,120245.0,5.0
promise I won't mess up,Sølace,lo-fi chill,0.704,0.264,4.0,-12.63,1.0,0.0434,0.742,0.173,0.108,139.971,180062.0,4.0
purple circles,Jades Goudreault,la pop,0.58,0.474,1.0,-13.952,0.0,0.2,0.791,0.141,0.369,119.908,212010.0,1.0
queen of broken hearts,blackbear,pop,0.717,0.712,0.0,-6.098,1.0,0.0765,0.00663,0.0756,0.825,97.019,171172.0,0.0
r u ok,Tate McRae,alt z,0.666,0.593,2.0,-5.905,1.0,0.0373,0.318,0.414,0.329,140.013,185850.0,2.0
rly real,blackbear,pop,0.744,0.407,6.0,-10.513,1.0,0.0657,0.103,0.128,0.621,100.004,172852.0,6.0
rocket science,vaultboy,singer-songwriter pop,0.741,0.622,10.0,-8.006,1.0,0.0395,0.137,0.106,0.47,136.014,152987.0,10.0
rockstar (feat. 21 Savage),Post Malone,dfw rap,0.585,0.52,5.0,-6.136,0.0,0.0712,0.124,0.131,0.129,159.801,218147.0,5.0
rosier,brakence,glitchcore,0.521,0.254,2.0,-13.554,1.0,0.407,0.654,0.427,0.55,115.65,222493.0,2.0
roxstar,raspy,pittsburgh rap,0.862,0.539,1.0,-6.975,1.0,0.0788,0.225,0.111,0.439,130.03,150883.0,1.0
rubberband,Tate McRae,alt z,0.64,0.593,10.0,-6.068,1.0,0.0431,0.32,0.104,0.432,155.08,147713.0,10.0
rx,ROLE MODEL,alt z,0.448,0.119,4.0,-15.138,1.0,0.0403,0.736,0.145,0.333,140.591,200107.0,4.0
savior,Beowülf,lo-fi chill,0.832,0.181,11.0,-20.989,1.0,0.0603,0.835,0.117,0.213,106.032,110943.0,11.0
say goodbye,Sarcastic Sounds,lo-fi chill,0.71,0.415,8.0,-9.561,1.0,0.0908,0.902,0.149,0.418,92.016,86749.0,8.0
say it over (feat. Cautious Clay),Ruel,alt z,0.438,0.315,2.0,-10.941,0.0,0.044,0.566,0.606,0.151,156.031,238500.0,2.0
see u dance,Hong Kong Boyfriend,bedroom r&b,0.667,0.338,10.0,-8.295,1.0,0.083,0.551,0.109,0.392,79.963,138000.0,10.0
shut up,Greyson Chance,post-teen pop,0.822,0.448,9.0,-4.33,1.0,0.0465,0.296,0.0683,0.45,105.01,170364.0,9.0
silverwood,Billy Hammer,lo-fi cover,0.593,0.575,2.0,-10.701,1.0,0.076,0.802,0.101,0.293,80.079,95017.0,2.0
sleeptight,DRWN.,chillhop,0.371,0.0605,4.0,-13.516,0.0,0.168,0.888,0.0732,0.375,236.196,146000.0,4.0
sleepwalking,Mokita,chill pop,0.55,0.534,6.0,-7.157,1.0,0.0284,0.454,0.0722,0.407,80.003,215979.0,6.0
slide thru (feat. Jerry Good),blackbear,pop,0.585,0.512,1.0,-9.764,0.0,0.527,0.473,0.131,0.698,121.896,185287.0,1.0
slow down my thoughts,Zachary Knowles,bedroom soul,0.732,0.421,1.0,-8.364,0.0,0.0876,0.685,0.224,0.482,126.943,231496.0,1.0
slow summer,Zachary Knowles,bedroom soul,0.658,0.431,5.0,-8.902,1.0,0.0437,0.817,0.21,0.464,90.003,168782.0,5.0
slower,Tate McRae,alt z,0.589,0.364,1.0,-8.079,0.0,0.0419,0.595,0.334,0.21,104.991,187629.0,1.0
smile again,blackbear,pop,0.68,0.423,6.0,-6.279,1.0,0.0321,0.597,0.371,0.686,85.042,149254.0,6.0
smiling when i die,Sasha Alex Sloan,alt z,0.753,0.41,0.0,-10.636,0.0,0.132,0.817,0.104,0.23,92.999,206437.0,0.0
snowfall,kairos,lo-fi sleep,0.492,0.0511,2.0,-23.325,1.0,0.0315,0.979,0.0948,0.0584,128.159,213750.0,2.0
snowflake (feat. Jaden & Sarcastic Sounds),Powfu,sad lo-fi,0.419,0.408,9.0,-10.899,0.0,0.25,0.95,0.35,0.502,62.829,187500.0,9.0
sobbing in cabo,blackbear,pop,0.596,0.794,7.0,-5.366,1.0,0.0338,0.0193,0.0997,0.246,97.0,187024.0,7.0
someone who'll care,luca.,lo-fi chill,0.434,0.299,10.0,-12.924,1.0,0.0288,0.615,0.0682,0.147,109.904,164500.0,10.0
sometimes,Heather Sommer,alt z,0.679,0.525,9.0,-8.721,1.0,0.0594,0.0899,0.09,0.333,106.871,163738.0,9.0
speeding up,Mokita,chill pop,0.535,0.578,4.0,-8.088,1.0,0.0689,0.764,0.0967,0.487,111.588,193924.0,4.0
stalker,ElyOtto,hyperpop,0.646,0.789,2.0,-4.556,1.0,0.0387,0.0394,0.238,0.854,177.879,99733.0,2.0
stephany,glaive,glitchcore,0.506,0.836,9.0,-5.938,1.0,0.155,0.083,0.0942,0.342,154.626,117313.0,9.0
stranger to me,Zachary Knowles,bedroom soul,0.772,0.469,1.0,-7.992,1.0,0.0384,0.744,0.109,0.7,118.057,135992.0,1.0
summer nights,Skinny Atlas,lo-fi chill,0.521,0.523,6.0,-7.621,1.0,0.0362,0.233,0.403,0.343,145.156,172138.0,6.0
synopsis,glaive,glitchcore,0.622,0.79,8.0,-5.664,1.0,0.0973,0.00939,0.116,0.435,150.032,123204.0,8.0
talk is overrated,Jeremy Zucker,alt z,0.776,0.353,4.0,-8.317,0.0,0.0687,0.435,0.302,0.658,138.035,189800.0,4.0
telepatía,Kali Uchis,colombian pop,0.653,0.524,11.0,-9.016,0.0,0.0502,0.112,0.203,0.553,83.97,160191.0,11.0
that way - with Jeremy Zucker,Tate McRae,alt z,0.394,0.398,0.0,-10.202,1.0,0.219,0.573,0.313,0.361,78.438,174300.0,0.0
the 1 - KIN Remix,blackbear,pop,0.703,0.408,4.0,-7.883,0.0,0.139,0.42,0.176,0.313,108.026,151111.0,4.0
the 1 - NvrLeft Remix,blackbear,pop,0.585,0.952,2.0,-1.498,1.0,0.311,0.0044,0.117,0.343,150.177,185600.0,2.0
the 1 - Rad Cat Remix,blackbear,pop,0.674,0.596,4.0,-6.038,0.0,0.0622,0.0101,0.104,0.184,110.066,198545.0,4.0
the long way home (feat. Sara Kays & Sarcastic Sounds),Powfu,sad lo-fi,0.579,0.402,2.0,-9.687,1.0,0.0392,0.777,0.316,0.516,152.067,189628.0,2.0
the night is just humming,96 Zeus,lo-fi sleep,0.681,0.0663,3.0,-29.287,1.0,0.0419,0.991,0.106,0.161,79.967,126252.0,3.0
this is how i learn to say no,EMELINE,alt z,0.378,0.587,10.0,-7.755,1.0,0.163,0.232,0.455,0.498,181.452,142966.0,10.0
this is how you fall in love,Jeremy Zucker,alt z,0.441,0.202,7.0,-12.499,1.0,0.0381,0.732,0.126,0.269,77.971,174587.0,7.0
this is what falling in love feels like,JVKE,modern indie pop,0.422,0.44,11.0,-5.53,1.0,0.0544,0.617,0.0837,0.332,128.934,120308.0,11.0
this is what falling in love feels like - Leon Leiden Remix,JVKE,modern indie pop,0.411,0.547,11.0,-4.815,1.0,0.0706,0.66,0.078,0.552,128.44,120157.0,11.0
this is what heartbreak feels like,JVKE,modern indie pop,0.707,0.474,1.0,-4.603,1.0,0.0672,0.578,0.11,0.538,109.991,157636.0,1.0
time machine,mj apanay,bedroom r&b,0.652,0.256,10.0,-13.4,0.0,0.0799,0.874,0.163,0.408,119.414,225933.0,10.0
time travel,chief.,lo-fi beats,0.382,0.18,9.0,-14.781,0.0,0.0485,0.887,0.0969,0.0752,153.347,129780.0,9.0
tomorrow tonight,Loote,alt z,0.32,0.5,3.0,-7.979,1.0,0.0994,0.134,0.108,0.142,91.361,202600.0,3.0
too many feelings,Ruel,alt z,0.754,0.706,5.0,-6.145,1.0,0.0923,0.237,0.097,0.536,81.943,186935.0,5.0
top gun,bbno$,canadian hip hop,0.572,0.881,2.0,-5.041,1.0,0.142,0.0279,0.342,0.784,160.182,141133.0,2.0
u love u (with Tate McRae),blackbear,pop,0.544,0.704,4.0,-5.678,0.0,0.0435,0.0156,0.164,0.265,80.029,189062.0,4.0
u.,niteboi,drift phonk,0.483,0.531,4.0,-10.091,0.0,0.0604,0.0582,0.111,0.0973,123.942,174299.0,4.0
up at night (feat. justin bieber),Kehlani,pop,0.563,0.756,0.0,-3.852,0.0,0.0579,0.196,0.245,0.234,100.012,182227.0,0.0
up to something,Ruel,alt z,0.691,0.465,3.0,-8.061,0.0,0.0502,0.0829,0.126,0.291,96.02,179307.0,3.0
upsides,Nic D,singer-songwriter pop,0.719,0.495,10.0,-5.889,0.0,0.18,0.0914,0.104,0.471,84.983,135576.0,10.0
used to,Josh Golden,la pop,0.622,0.723,7.0,-5.219,0.0,0.0509,0.396,0.61,0.436,139.958,181090.0,7.0
vendetta!,MUPP,drift phonk,0.706,0.91,1.0,-3.527,1.0,0.146,0.175,0.11,0.667,126.007,107045.0,1.0
vendetta! - sped up,MUPP,drift phonk,0.654,0.944,1.0,-3.207,1.0,0.223,0.207,0.126,0.632,147.308,91582.0,1.0
very bad,Pomme,french pop,0.409,0.24,5.0,-8.844,1.0,0.0344,0.956,0.744,0.393,84.894,237600.0,5.0
wake me when it's over,Vorsa,lo-fi chill,0.682,0.449,7.0,-10.219,1.0,0.0318,0.651,0.094,0.247,82.465,147827.0,7.0
walking around with no hands,glaive,glitchcore,0.64,0.526,7.0,-6.643,1.0,0.0408,0.00956,0.0955,0.526,150.027,121604.0,7.0
wanna grow old (i won't let go),XXXTENTACION,emo rap,0.74,0.199,4.0,-8.575,0.0,0.0366,0.835,0.116,0.486,75.013,131215.0,4.0
wannabe,renforshort,alt z,0.769,0.663,1.0,-5.649,0.0,0.0395,0.0943,0.133,0.46,94.966,152470.0,1.0
watch you sleep.,girl in red,alt z,0.456,0.221,2.0,-16.379,1.0,0.0307,0.932,0.0963,0.374,132.997,180226.0,2.0
we fell in love in october,girl in red,alt z,0.566,0.366,7.0,-12.808,1.0,0.028,0.113,0.155,0.237,129.96,184154.0,7.0
we'll be fine,Luz,alt z,0.505,0.122,11.0,-12.599,1.0,0.0527,0.9,0.0893,0.372,102.607,296560.0,11.0
what does he have that i don't?,Zeph,gen z singer-songwriter,0.386,0.187,1.0,-15.684,1.0,0.0435,0.96,0.136,0.561,149.888,91207.0,1.0
when is it my turn,mj apanay,bedroom r&b,0.757,0.355,5.0,-9.026,1.0,0.0892,0.571,0.321,0.772,131.768,136023.0,5.0
when the party's over,Billie Eilish,art pop,0.367,0.111,4.0,-14.084,1.0,0.0972,0.978,0.0897,0.198,82.642,196077.0,4.0
when was it over? (feat. Sam Hunt),Sasha Alex Sloan,alt z,0.626,0.453,7.0,-9.295,1.0,0.0306,0.816,0.0904,0.494,129.958,218093.0,7.0
where do we go when we fall in love,SVMP,lo-fi chill,0.561,0.364,7.0,-11.111,1.0,0.0286,0.812,0.268,0.233,137.911,101101.0,7.0
whore,mehro,gen z singer-songwriter,0.766,0.265,7.0,-12.35,1.0,0.0315,0.904,0.0899,0.369,136.063,163385.0,7.0
why are girls?,blackbear,pop,0.685,0.783,7.0,-4.833,1.0,0.0779,0.16,0.182,0.804,101.134,187811.0,7.0
wish u the best (feat. Stalking Gia),blackbear,pop,0.802,0.495,2.0,-6.154,0.0,0.19,0.0232,0.109,0.473,114.99,154452.0,2.0
wonder,Billy Hammer,lo-fi cover,0.616,0.122,2.0,-16.29,1.0,0.0284,0.98,0.155,0.34,87.988,106364.0,2.0
working,Tate McRae,alt z,0.783,0.435,7.0,-7.78,1.0,0.0588,0.282,0.0833,0.512,106.974,210220.0,7.0
you broke me first,Tate McRae,alt z,0.667,0.373,4.0,-9.389,1.0,0.05,0.785,0.0906,0.0823,124.148,169266.0,4.0
you deserve better,sadeyes,emo rap,0.591,0.488,8.0,-11.178,1.0,0.16,0.358,0.357,0.362,109.9,141928.0,8.0
you don't love me,Josh Golden,la pop,0.535,0.398,9.0,-7.864,0.0,0.0564,0.595,0.249,0.732,201.556,162585.0,9.0
you heard me,Heather Sommer,alt z,0.665,0.582,6.0,-7.011,0.0,0.0324,0.163,0.108,0.344,137.027,178686.0,6.0
you should see me in a crown,Besomorph,alt z,0.383,0.711,4.0,-4.125,0.0,0.0453,0.334,0.225,0.196,153.95,179278.0,4.0
you were good to me,Jeremy Zucker,alt z,0.561,0.0848,2.0,-15.099,1.0,0.0404,0.913,0.112,0.206,102.128,219147.0,2.0
you were good to me - shallou remix,Jeremy Zucker,alt z,0.358,0.435,2.0,-9.198,1.0,0.0717,0.173,0.0986,0.336,155.908,229205.0,2.0
your eyes,Bcalm,focus beats,0.584,0.106,10.0,-19.153,1.0,0.0289,0.926,0.095,0.158,73.998,162162.0,10.0
