track_name,artist_name,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_ms,time_signature
Summer of Love (Shawn Mendes & Tainy),Shawn Mendes,canadian pop,0.776,0.808,11.0,-4.501,1.0,0.117,0.0297,0.103,0.494,123.988,184104.0,11.0
Summertime Sadness - Sped Up,Lana Del Rey,art pop,0.509,0.84,5.0,-4.984,0.0,0.0441,0.0311,0.0969,0.336,149.907,197354.0,5.0
Summit (feat. Ellie Goulding),Skrillex,brostep,0.692,0.773,6.0,-3.739,1.0,0.0359,0.226,0.108,0.486,139.989,373987.0,6.0
Sun Comes Up (feat. James Arthur),Rudimental,pop dance,0.619,0.858,10.0,-5.28,1.0,0.0929,0.00791,0.173,0.23,106.017,232627.0,10.0
"Sun Down, I'm Up - Sped Up & Pitched",Lil Yawh,plugg,0.801,0.358,11.0,-12.681,0.0,0.079,0.6,0.145,0.228,121.052,95971.0,11.0
Sun Zara,Sonu Nigam,filmi,0.584,0.655,5.0,-10.764,1.0,0.0773,0.461,0.0595,0.816,74.435,366760.0,5.0
Suna Suna,Shreya Ghoshal,filmi,0.331,0.424,2.0,-9.242,1.0,0.0459,0.481,0.0893,0.146,80.602,444369.0,2.0
Sunday Best,Surfaces,bedroom soul,0.878,0.525,5.0,-6.832,1.0,0.0578,0.183,0.0714,0.694,112.022,158571.0,5.0
Sunflower (feat. Steve Lacy),Vampire Weekend,baroque pop,0.863,0.576,8.0,-5.691,1.0,0.0567,0.406,0.141,0.932,100.03,137600.0,8.0
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0703,0.913,89.911,158040.0,2.0
Sunn Raha Hai (Female),Shreya Ghoshal,filmi,0.482,0.595,9.0,-5.336,0.0,0.0289,0.703,0.136,0.482,82.066,314700.0,9.0
Sunny Day,MR TOUT LE MONDE,new french touch,0.451,0.422,3.0,-8.477,0.0,0.0433,0.512,0.139,0.119,119.998,192000.0,3.0
Sunroof,Nicky Youre,singer-songwriter pop,0.768,0.714,10.0,-5.11,1.0,0.0401,0.352,0.15,0.842,131.443,163026.0,10.0
Sunset/Sunrise,Snøw,sad lo-fi,0.753,0.24,10.0,-12.095,1.0,0.0458,0.903,0.109,0.183,77.993,87353.0,10.0
Sunsetz,Cigarettes After Sex,ambient pop,0.412,0.477,9.0,-9.381,0.0,0.029,0.0542,0.0975,0.141,75.302,214680.0,9.0
Sunshine,OneRepublic,piano rock,0.697,0.875,5.0,-4.621,1.0,0.034,0.137,0.28,0.774,140.069,163855.0,5.0
Super Galaxtica,Mike Shinoda,alternative hip hop,0.711,0.775,8.0,-4.736,1.0,0.0372,0.13,0.137,0.165,140.027,149205.0,8.0
Superhero,Lauv,pop,0.68,0.34,7.0,-8.617,1.0,0.034,0.818,0.285,0.418,130.027,179998.0,7.0
Supermarket Flowers,Ed Sheeran,pop,0.589,0.242,6.0,-10.517,1.0,0.0442,0.914,0.0887,0.257,89.749,221107.0,6.0
"Supersonic (My Existence) [with Noisia, josh pan & Dylan Brady]",Skrillex,brostep,0.487,0.669,9.0,-6.473,1.0,0.232,0.0145,0.102,0.0573,172.026,167253.0,9.0
Supersonic (feat. Christian Burns),Swanky Tunes,dutch house,0.34,0.923,0.0,-3.864,0.0,0.131,0.00814,0.385,0.13,127.789,245784.0,0.0
Superstar Sh*t,Dominic Fike,alternative pop rock,0.756,0.394,4.0,-7.321,0.0,0.0956,0.945,0.12,0.197,70.027,127055.0,4.0
Suraj Hua Maddham,Sandesh Shandilya,afghan pop,0.633,0.691,5.0,-5.851,1.0,0.0557,0.329,0.134,0.57,80.002,427547.0,5.0
Suspicious Minds,Mokita,chill pop,0.491,0.417,7.0,-3.287,1.0,0.0287,0.851,0.117,0.26,114.932,203682.0,7.0
Suspirium,Thom Yorke,alternative rock,0.457,0.223,1.0,-15.432,0.0,0.0317,0.988,0.135,0.438,150.998,201768.0,1.0
Suzume,RADWIMPS,j-pop,0.571,0.415,2.0,-6.572,0.0,0.0305,0.615,0.187,0.342,78.025,236391.0,2.0
Suzume no Tojimari,Chewie Melodies,anime piano,0.586,0.129,2.0,-16.577,0.0,0.0474,0.95,0.253,0.654,144.338,105918.0,2.0
Swan Lake- Dance of the Swans,Pyotr Ilyich Tchaikovsky,classical,0.497,0.118,11.0,-30.142,0.0,0.0312,0.985,0.113,0.767,112.996,89653.0,11.0
Sweater Weather,The Neighbourhood,modern alternative rock,0.612,0.807,10.0,-2.81,1.0,0.0336,0.0495,0.101,0.398,124.053,240400.0,10.0
Sweatpants,Lauv,pop,0.722,0.495,10.0,-8.44,1.0,0.079,0.048,0.154,0.725,159.945,196040.0,10.0
Sweden,C418,pixel,0.642,0.01,2.0,-25.164,1.0,0.0446,0.992,0.103,0.197,87.971,215500.0,2.0
Sweet & Sour (feat. Lauv & Tyga),Jawsh 685,nz pop,0.827,0.73,1.0,-5.324,1.0,0.0934,0.092,0.258,0.679,95.003,163228.0,1.0
Sweet Caroline,Sofia Carson,pop,0.528,0.771,9.0,-4.107,1.0,0.046,0.0479,0.0437,0.334,156.077,138989.0,9.0
Sweet Child O' Mine,Guns N' Roses,glam metal,0.446,0.952,6.0,-5.321,1.0,0.0523,0.0901,0.112,0.624,125.303,356067.0,6.0
Sweet Dream,Alessia Cara,canadian contemporary r&b,0.76,0.532,0.0,-9.177,1.0,0.127,0.252,0.252,0.5,123.064,181882.0,0.0
Sweet Dreams (Are Made of This) - Remastered,Eurythmics,dance rock,0.692,0.711,0.0,-7.498,0.0,0.0317,0.225,0.12,0.875,125.135,216933.0,0.0
Sweet Evening,Jordy Chandra,anime lo-fi,0.696,0.472,4.0,-16.109,1.0,0.0346,0.969,0.205,0.235,119.997,116000.0,4.0
Sweet Little Lies,bülow,alt z,0.648,0.727,0.0,-3.791,1.0,0.142,0.229,0.17,0.689,160.024,175067.0,0.0
Sweet Marie,The Walters,chicago indie,0.245,0.425,9.0,-8.379,1.0,0.0324,0.914,0.116,0.254,203.816,137092.0,9.0
Sweet Talk,Saint Motel,la indie,0.67,0.843,1.0,-4.311,1.0,0.0454,0.0392,0.225,0.713,117.01,192040.0,1.0
Sweet but Psycho,Ava Max,pop,0.72,0.706,1.0,-4.719,1.0,0.0473,0.0684,0.166,0.62,133.002,187436.0,1.0
Swim,Chase Atlantic,alternative r&b,0.666,0.542,8.0,-6.429,1.0,0.0392,0.27,0.0765,0.0771,120.134,228787.0,8.0
Swim - Reprise,Valley,indietronica,0.493,0.782,2.0,-6.968,1.0,0.0353,0.0187,0.321,0.314,104.941,233933.0,2.0
Swimmers,Zero 7,downtempo,0.651,0.492,6.0,-11.808,1.0,0.0301,0.0805,0.0912,0.79,152.034,237598.0,6.0
Swimming Lessons,Camp Claude,electro-pop francais,0.589,0.661,0.0,-5.719,1.0,0.0261,0.0082,0.36,0.52,111.958,235360.0,0.0
Swing Lynn,Harmless,modern dream pop,0.464,0.945,2.0,-1.815,1.0,0.0401,0.0506,0.112,0.453,165.177,321438.0,2.0
Sylvia Says,Charlotte Gainsbourg,art pop,0.628,0.647,2.0,-4.033,1.0,0.035,0.00939,0.0783,0.408,105.011,267893.0,2.0
Sylvia: Act III: Divertissement: Variation - Valse,Léo Delibes,classical,0.346,0.0578,3.0,-22.644,1.0,0.0352,0.932,0.211,0.422,97.259,75107.0,3.0
Sylvia: Pizzicato,Léo Delibes,classical,0.342,0.0192,3.0,-39.219,1.0,0.0533,0.875,0.0615,0.189,159.236,105000.0,3.0
Sympathy,Kitri,j-acoustic,0.69,0.423,2.0,-9.194,0.0,0.0294,0.883,0.111,0.59,130.121,210760.0,2.0
Sympathy,Vampire Weekend,baroque pop,0.708,0.777,11.0,-5.507,0.0,0.0568,0.0199,0.193,0.661,119.968,226733.0,11.0
Symphony (feat. Zara Larsson),Clean Bandit,pop,0.715,0.605,0.0,-5.128,0.0,0.0428,0.239,0.189,0.454,122.956,212733.0,0.0
"Symphony No. 40 in G Minor, K. 550 - (2nd version): 1. Molto Allegro",Wolfgang Amadeus Mozart,classical,0.326,0.196,7.0,-19.668,0.0,0.0437,0.919,0.0909,0.195,121.288,427507.0,7.0
"Symphony No. 5 in C Minor, Op. 67 ""Fate"": I. Allegro con brio",Ludwig van Beethoven,classical,0.306,0.188,3.0,-12.231,1.0,0.032,0.954,0.142,0.178,86.445,194000.0,3.0
Symphony No. 6: VI. Allegro,Howard Hanson,american modern classical,0.364,0.349,10.0,-13.279,0.0,0.0321,0.931,0.11,0.0891,65.427,115240.0,10.0
"Symphony No. 7 in A Major, Op. 92: II. Allegretto",Ludwig van Beethoven,classical,0.124,0.0388,4.0,-24.22,0.0,0.0424,0.909,0.124,0.0393,67.533,461435.0,4.0
T-Kt,Hiroyuki Sawano,anime score,0.28,0.159,2.0,-12.936,0.0,0.0392,0.652,0.0948,0.0393,58.714,174560.0,2.0
TAKE OFF,MC ORSEN,drift phonk,0.694,0.924,0.0,-2.218,1.0,0.0557,0.00117,0.259,0.349,124.933,118172.0,0.0
TECHNO KILLA,KUTE,aggressive phonk,0.73,0.892,11.0,-3.831,0.0,0.219,0.195,0.279,0.59,121.022,130041.0,11.0
TEETH!,ElyOtto,hyperpop,0.713,0.443,6.0,-11.824,1.0,0.0544,0.162,0.29,0.788,164.413,82307.0,6.0
TERE TE,AP Dhillon,desi hip hop,0.692,0.488,7.0,-10.96,0.0,0.135,0.0508,0.154,0.299,171.9,114419.0,7.0
THATS WHAT I WANT,Lil Nas X,lgbtq+ hip hop,0.737,0.846,1.0,-4.51,0.0,0.22,0.00614,0.0486,0.546,87.981,143901.0,1.0
THE PLAN,Travis Scott,hip hop,0.433,0.443,1.0,-10.568,0.0,0.0361,0.0922,0.117,0.0363,79.903,185851.0,1.0
THERMAL IMAGER,HIDEOUS MORBID,drift phonk,0.633,0.926,9.0,-3.054,1.0,0.044,0.000223,0.12,0.373,117.997,132203.0,9.0
TO THE MOON,Jnr Choi,gambian hip hop,0.745,0.65,2.0,-11.814,1.0,0.346,0.0451,0.111,0.386,144.047,152137.0,2.0
TOKYO DRIFT,PRXSXNT FXTURE,drift phonk,0.718,0.87,2.0,-6.227,1.0,0.0447,0.000178,0.0869,0.129,118.937,124034.0,2.0
TOOTIMETOOTIMETOOTIME,The 1975,modern alternative rock,0.667,0.824,8.0,-5.867,1.0,0.0665,0.177,0.0933,0.518,114.998,207851.0,8.0
TOUCH,keshi,chill r&b,0.412,0.613,10.0,-9.803,1.0,0.125,0.528,0.104,0.314,89.025,205347.0,10.0
TOY,Chromatics,alternative dance,0.656,0.655,9.0,-8.558,0.0,0.0272,0.0289,0.157,0.209,125.015,204013.0,9.0
TWISTED,AViVA,alt z,0.656,0.68,9.0,-5.967,0.0,0.224,0.668,0.124,0.519,170.061,158335.0,9.0
Taarif Karoon,Mohammed Rafi,classic bollywood,0.796,0.681,5.0,-6.067,1.0,0.0463,0.356,0.105,0.797,111.995,157761.0,5.0
Tadap Tadap,KK,filmi,0.468,0.462,2.0,-10.661,1.0,0.127,0.514,0.162,0.161,160.307,397773.0,2.0
Tailor-Made - Floating Points Remix,Daedelus,glitch hop,0.627,0.629,8.0,-8.781,1.0,0.0406,0.0211,0.0765,0.0479,140.025,446098.0,8.0
Tainu Leke,Sonu Nigam,filmi,0.796,0.94,7.0,-6.858,1.0,0.0804,0.17,0.249,0.699,117.008,273578.0,7.0
Take Control,Chapter & Verse,tech house,0.584,0.979,3.0,-3.896,0.0,0.0924,0.00728,0.617,0.262,125.972,211938.0,3.0
Take It Back,Mokita,chill pop,0.71,0.72,1.0,-7.554,1.0,0.0409,0.322,0.0936,0.429,132.985,161654.0,1.0
Take It Off,Kesha,dance pop,0.729,0.675,5.0,-5.292,0.0,0.0286,4.14e-05,0.0867,0.74,125.036,215200.0,5.0
Take It Out On Me,Thousand Foot Krutch,alternative metal,0.465,0.813,7.0,-4.321,1.0,0.0841,0.00281,0.0464,0.614,148.029,197373.0,7.0
Take Me Far Away,Evan Call,anime score,0.493,0.336,4.0,-13.803,1.0,0.0361,0.896,0.149,0.135,95.998,120687.0,4.0
"Take Me Home, Country Roads",John Denver,classic country pop,0.38,0.43,9.0,-12.564,1.0,0.0288,0.546,0.188,0.547,82.204,197813.0,9.0
Take Me To Church,Hozier,irish singer-songwriter,0.566,0.664,4.0,-5.303,0.0,0.0464,0.634,0.116,0.437,128.945,241693.0,4.0
Take My Hand,5 Seconds of Summer,boy band,0.554,0.485,0.0,-8.691,1.0,0.036,0.266,0.12,0.0952,126.02,239865.0,0.0
Take Out My Heart,Jung Dong Ha,korean pop,0.563,0.819,7.0,-5.631,1.0,0.0296,0.291,0.319,0.432,98.018,194011.0,7.0
Take You Dancing,Jason Derulo,dance pop,0.789,0.711,2.0,-4.248,1.0,0.041,0.0332,0.0876,0.753,112.985,190306.0,2.0
Take on Me,a-ha,new romantic,0.573,0.902,6.0,-7.638,0.0,0.054,0.018,0.0928,0.876,84.412,225280.0,6.0
Take on the World,You Me At Six,modern alternative rock,0.557,0.532,2.0,-6.467,1.0,0.0307,0.16,0.0999,0.122,103.992,271307.0,2.0
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,edm,0.842,0.801,8.0,-4.167,0.0,0.228,0.157,0.0642,0.617,95.881,212500.0,8.0
Takizawa,CASH GROWE,anime phonk,0.691,0.857,7.0,-1.823,1.0,0.271,0.0386,0.191,0.587,129.977,178615.0,7.0
Talk,Yeat,pluggnb,0.698,0.763,4.0,-4.716,0.0,0.205,0.0873,0.647,0.252,139.939,174857.0,4.0
Talk Like That,The Presets,alternative dance,0.575,0.945,6.0,-3.446,0.0,0.0305,0.00138,0.111,0.899,135.023,220707.0,6.0
Tanhayee,Sonu Nigam,filmi,0.638,0.413,8.0,-10.56,1.0,0.0602,0.104,0.107,0.145,96.986,369547.0,8.0
Tara's Theme from 'Gone With the Wind',André Rieu,easy listening,0.156,0.44,5.0,-9.19,1.0,0.0343,0.423,0.117,0.0448,91.778,223413.0,5.0
Taste,Ari Abdul,dark r&b,0.533,0.591,7.0,-5.754,0.0,0.042,0.203,0.395,0.355,100.002,186600.0,7.0
Taste of You,Rezz,brostep,0.667,0.679,0.0,-6.616,1.0,0.0475,0.0064,0.17,0.32,100.054,167606.0,0.0
Tattoos Together,Lauv,pop,0.863,0.401,4.0,-7.49,1.0,0.0748,0.00569,0.123,0.606,122.962,186613.0,4.0
"Tchaikovsky: Swan Lake, Op. 20, Act II: No. 10, Scene. Moderato",Pyotr Ilyich Tchaikovsky,classical,0.136,0.164,4.0,-18.756,0.0,0.0364,0.911,0.109,0.071,58.303,166867.0,4.0
"Tchaikovsky: Swan Lake, Op. 20, Act III: No. 15, Scene. March - Allegro giusto",Pyotr Ilyich Tchaikovsky,classical,0.427,0.403,5.0,-13.467,1.0,0.0372,0.91,0.101,0.525,143.105,157000.0,5.0
Teardrops,Sebastian Kamae,lo-fi beats,0.653,0.123,2.0,-14.092,1.0,0.0405,0.992,0.153,0.106,88.929,132809.0,2.0
Techno Show,Peach Pit,pov: indie,0.605,0.724,1.0,-7.729,0.0,0.0441,0.121,0.108,0.898,89.403,226613.0,1.0
Teenagers,My Chemical Romance,emo,0.463,0.857,4.0,-3.063,1.0,0.0632,0.0506,0.184,0.856,111.647,161920.0,4.0
Teeth,5 Seconds of Summer,boy band,0.745,0.454,3.0,-2.986,0.0,0.0392,0.0437,0.0741,0.43,139.007,205503.0,3.0
Teeth,Billie Marten,british singer-songwriter,0.453,0.0528,0.0,-20.073,1.0,0.0442,0.973,0.092,0.236,132.771,321880.0,0.0
Tek It - Sped Up,Cafuné,brooklyn indie,0.348,0.95,10.0,-5.049,0.0,0.124,9.93e-05,0.0868,0.377,168.964,166859.0,10.0
Televised,HUNNY,indie pop,0.591,0.746,8.0,-7.762,1.0,0.0444,0.000729,0.127,0.432,107.965,194717.0,8.0
Tell Em,Cochise,plugg,0.672,0.717,5.0,-7.476,1.0,0.226,0.103,0.398,0.473,157.905,180380.0,5.0
Tell Me - Ellis Remix,Haywyre,canadian electronic,0.731,0.647,0.0,-5.527,1.0,0.0486,0.0284,0.0937,0.598,114.972,174303.0,0.0
Tell Me About You (feat. Mishaal),Kina,sad lo-fi,0.38,0.292,0.0,-14.282,1.0,0.054,0.498,0.126,0.0777,75.572,194400.0,0.0
Tell Me Why,Russ,hawaiian hip hop,0.611,0.449,2.0,-8.938,0.0,0.294,0.0984,0.226,0.224,166.179,142013.0,2.0
Tell My Mama,Lauv,pop,0.88,0.497,0.0,-7.023,1.0,0.0523,0.191,0.108,0.492,139.977,166707.0,0.0
Tell me,milet,j-pop,0.666,0.481,0.0,-6.612,1.0,0.0599,0.136,0.274,0.336,75.021,223013.0,0.0
Temperature,Sean Paul,dance pop,0.951,0.6,0.0,-4.675,0.0,0.0685,0.106,0.0712,0.822,125.04,218573.0,0.0
Tera Surroor (Remix By Dj Akbar Sami),Himesh Reshammiya,filmi,0.609,0.953,11.0,-6.17,1.0,0.0344,0.000436,0.262,0.89,126.982,298120.0,11.0
Tere Dil Ka Rishta,Sonu Nigam,filmi,0.554,0.509,10.0,-9.258,1.0,0.0356,0.259,0.138,0.551,87.992,349547.0,10.0
Tere Jeya Hor Disda (LoFi),Madhur Sharma,desi pop,0.363,0.469,7.0,-8.404,0.0,0.0528,0.794,0.106,0.102,171.988,117422.0,7.0
Tere Liye,Atif Aslam,classic pakistani pop,0.624,0.906,11.0,-4.436,0.0,0.0514,0.0978,0.0963,0.632,129.99,279827.0,11.0
Tere Naal,Tulsi Kumar,filmi,0.315,0.491,11.0,-7.0,1.0,0.0311,0.748,0.128,0.245,109.966,198345.0,11.0
Teri Meri,Rahat Fateh Ali Khan,classic pakistani pop,0.401,0.517,2.0,-6.618,0.0,0.0481,0.0661,0.202,0.471,128.451,325312.0,2.0
Teri Yaadon Mein,KK,filmi,0.576,0.735,11.0,-5.811,0.0,0.0352,0.0233,0.188,0.301,105.058,287213.0,11.0
Tethered,Sleeping At Last,ambient worship,0.536,0.321,0.0,-9.496,1.0,0.03,0.753,0.105,0.209,121.97,216933.0,0.0
Thangaali,Sonu Nigam,filmi,0.673,0.453,0.0,-6.273,1.0,0.0468,0.809,0.112,0.703,161.918,277638.0,0.0
Thank God,Sasha Alex Sloan,alt z,0.592,0.237,11.0,-9.06,1.0,0.042,0.801,0.0928,0.212,185.658,202293.0,11.0
Thank You,Sasha Alex Sloan,alt z,0.341,0.519,7.0,-7.007,1.0,0.0615,0.223,0.271,0.221,189.764,190280.0,7.0
That I Miss You,Vansire,bedroom pop,0.779,0.572,4.0,-9.259,1.0,0.0396,0.306,0.106,0.967,114.994,140116.0,4.0
That That (prod. & feat. SUGA of BTS),PSY,k-rap,0.905,0.962,4.0,-3.197,1.0,0.0856,0.0299,0.0272,0.906,129.969,174647.0,4.0
That's Hilarious,Charlie Puth,pop,0.713,0.442,6.0,-5.909,1.0,0.0604,0.739,0.112,0.546,108.038,144934.0,6.0
That's What I Like,Bruno Mars,dance pop,0.853,0.56,1.0,-4.961,1.0,0.0406,0.013,0.0944,0.86,134.066,206693.0,1.0
That’s Why (with GOLDN),ILLENIUM,edm,0.487,0.621,2.0,-4.676,1.0,0.0333,0.091,0.132,0.178,140.04,252913.0,2.0
The 30th,Billie Eilish,art pop,0.387,0.135,7.0,-14.398,1.0,0.051,0.929,0.0948,0.21,82.987,216448.0,7.0
"The 4 Seasons: Violin Concerto in F minor, Op. 8, No. 4, RV 297, ""L'inverno"" (Winter): I. Allegro non molto",Karoly Botvay,hungarian classical performance,0.445,0.101,5.0,-25.103,0.0,0.0555,0.814,0.0817,0.339,150.515,209107.0,5.0
The 90s,FINNEAS,alt z,0.796,0.334,5.0,-11.626,1.0,0.172,0.387,0.206,0.278,135.01,203258.0,5.0
The Banished,Joel Corelitz,indie game soundtrack,0.613,0.319,9.0,-19.033,0.0,0.0333,0.465,0.104,0.0554,128.003,165693.0,9.0
The Barrel,Aldous Harding,ambient folk,0.732,0.408,11.0,-8.475,1.0,0.036,0.747,0.069,0.663,87.015,299440.0,11.0
The Beach,The Neighbourhood,modern alternative rock,0.245,0.64,2.0,-7.426,0.0,0.0608,0.131,0.0766,0.105,135.739,255133.0,2.0
The Book of You & I,Alec Benjamin,alt z,0.507,0.387,10.0,-6.237,1.0,0.0324,0.909,0.113,0.485,102.987,207538.0,10.0
The Bottom of It,Fruit Bats,chamber pop,0.631,0.625,0.0,-10.73,1.0,0.0374,0.134,0.117,0.305,155.987,181400.0,0.0
The Box,Roddy Ricch,melodic rap,0.896,0.586,10.0,-6.687,0.0,0.0559,0.104,0.79,0.642,116.971,196653.0,10.0
The Boxer,Simon & Garfunkel,classic rock,0.439,0.488,11.0,-14.464,1.0,0.0615,0.702,0.16,0.629,93.017,308520.0,11.0
The Boys Are Back,High School Musical Cast,post-teen pop,0.706,0.915,1.0,-3.169,1.0,0.0535,0.00742,0.0343,0.872,114.992,224667.0,1.0
The Boys Are Back,US5,boy band,0.689,0.87,5.0,-4.609,0.0,0.121,0.0415,0.172,0.489,115.018,209973.0,5.0
The Butterfly Effect,Before You Exit,teen pop,0.518,0.12,11.0,-13.861,1.0,0.0398,0.831,0.117,0.287,131.673,255625.0,11.0
The Choice,Gustavo Santaolalla,argentine ambient,0.303,0.00338,4.0,-30.932,0.0,0.0493,0.909,0.116,0.347,50.96,102373.0,4.0
The City,Madeon,complextro,0.52,0.825,7.0,-2.171,0.0,0.046,0.00162,0.711,0.264,125.011,233987.0,7.0
The Cut That Always Bleeds,Conan Gray,bedroom pop,0.489,0.413,0.0,-6.499,1.0,0.0314,0.59,0.0639,0.246,136.116,231920.0,0.0
The Dance Of Envy (Instrumental),Uttam Singh,classic bollywood,0.572,0.551,1.0,-16.091,1.0,0.0823,0.00689,0.117,0.729,122.446,194168.0,1.0
The Devil's Den,Skrillex,brostep,0.616,0.946,1.0,-2.876,1.0,0.0687,0.00075,0.355,0.322,127.992,292907.0,1.0
The Difference,Daya,pop,0.655,0.727,1.0,-5.478,0.0,0.046,0.231,0.173,0.56,113.011,210489.0,1.0
The End of the World,Sharon Van Etten,art pop,0.332,0.234,10.0,-11.823,1.0,0.0277,0.793,0.187,0.256,93.992,178640.0,10.0
The Fever,Bonobo,downtempo,0.688,0.761,4.0,-9.097,0.0,0.0396,0.431,0.0849,0.744,99.999,261467.0,4.0
The Final Countdown,Europe,album rock,0.529,0.843,6.0,-6.908,0.0,0.0616,0.0628,0.0608,0.188,117.662,310333.0,6.0
The First One,Astrid S,alt z,0.538,0.541,7.0,-8.304,1.0,0.16,0.39,0.103,0.183,159.419,188650.0,7.0
The Funeral,Band of Horses,chamber pop,0.319,0.757,0.0,-6.117,0.0,0.0432,0.016,0.102,0.101,122.465,322173.0,0.0
The Game & Skrillex: El Chapo,The Game,gangster rap,0.754,0.909,6.0,-3.323,0.0,0.23,0.138,0.281,0.591,126.994,220079.0,6.0
The Girls,Calvin Harris,dance pop,0.617,0.887,9.0,-4.894,1.0,0.0317,0.00595,0.353,0.86,127.923,315067.0,9.0
The Good Part,AJR,pov: indie,0.491,0.48,2.0,-3.568,0.0,0.0287,0.0866,0.382,0.552,92.919,227267.0,2.0
The Greatest Show,Hugh Jackman,hollywood,0.417,0.824,11.0,-7.36,0.0,0.105,0.000239,0.0725,0.4,157.92,302147.0,11.0
The Greatest Story,Ewan J Phillips,british singer-songwriter,0.502,0.433,7.0,-9.425,1.0,0.11,0.596,0.096,0.545,175.726,199621.0,7.0
The Hammer,!!!,metallic hardcore,0.299,0.905,6.0,-3.638,1.0,0.156,0.000272,0.376,0.616,163.368,201697.0,6.0
The Hills,The Weeknd,canadian contemporary r&b,0.585,0.564,0.0,-7.063,0.0,0.0515,0.0671,0.135,0.137,113.003,242253.0,0.0
The Humma Song,A.R. Rahman,filmi,0.721,0.65,0.0,-6.95,0.0,0.135,0.0115,0.34,0.392,130.487,179658.0,0.0
The Hype,Twenty One Pilots,modern rock,0.53,0.816,9.0,-6.149,1.0,0.0503,0.0105,0.379,0.371,87.019,265373.0,9.0
"The Island, Pt. 1 (Dawn) - Skrillex Remix",Pendulum,australian dance,0.667,0.747,9.0,-6.665,0.0,0.122,0.0333,0.362,0.59,75.028,209583.0,9.0
The Kid I Used to Know,Arrested Youth,modern alternative rock,0.639,0.776,9.0,-4.61,1.0,0.0829,0.0731,0.18,0.267,160.101,145801.0,9.0
The Kid I Used to Know - WiDE AWAKE Remix,Arrested Youth,modern alternative rock,0.59,0.85,1.0,-5.402,0.0,0.0575,0.0152,0.0898,0.235,79.944,183000.0,1.0
The King,Sarah Kinsley,gen z singer-songwriter,0.632,0.668,6.0,-6.196,1.0,0.0514,0.078,0.0863,0.716,108.997,206373.0,6.0
The Latter Teens,Vansire,bedroom pop,0.658,0.441,11.0,-10.008,0.0,0.0436,0.681,0.109,0.354,129.599,221648.0,11.0
The Lazy Song,Bruno Mars,dance pop,0.794,0.711,8.0,-5.124,0.0,0.0699,0.3,0.0955,0.955,174.915,189109.0,8.0
The Legend Of The Yellow Rose,Harry Hudson,pop r&b,0.606,0.519,4.0,-7.246,0.0,0.0276,0.598,0.287,0.331,76.014,278395.0,4.0
The Less I Know The Better,Tame Impala,australian psych,0.64,0.74,4.0,-4.083,1.0,0.0284,0.0115,0.167,0.785,116.879,216320.0,4.0
The Line,Audax,brazilian house,0.678,0.874,1.0,-4.775,1.0,0.0667,0.001,0.339,0.354,125.022,145884.0,1.0
The Long Way,Mark Ambor,singer-songwriter pop,0.677,0.821,4.0,-3.858,1.0,0.0611,0.144,0.125,0.804,104.87,135680.0,4.0
The Machine,Low Roar,icelandic indie,0.432,0.33,11.0,-16.483,0.0,0.0434,0.822,0.152,0.17,135.034,337660.0,11.0
The Man Who Sold The World,Nirvana,grunge,0.483,0.753,1.0,-8.937,0.0,0.0832,0.425,0.257,0.42,115.102,261093.0,1.0
The Merry Widow,André Rieu,easy listening,0.204,0.319,7.0,-14.384,1.0,0.0387,0.828,0.34,0.138,86.365,183480.0,7.0
The Middle,Zedd,complextro,0.753,0.657,7.0,-3.061,1.0,0.0449,0.171,0.112,0.437,107.01,184732.0,7.0
The Mono-Tones,The Neighbourhood,modern alternative rock,0.627,0.685,10.0,-6.871,1.0,0.0272,0.0534,0.096,0.552,96.989,214693.0,10.0
The Motto,Tiësto,big room,0.754,0.763,7.0,-4.627,0.0,0.0435,0.0301,0.0901,0.464,117.953,164819.0,7.0
The Night We Met,Lord Huron,indie folk,0.545,0.366,2.0,-9.51,1.0,0.0378,0.969,0.641,0.1,86.997,208212.0,2.0
The Nights,Avicii,edm,0.527,0.835,6.0,-5.298,1.0,0.0433,0.0166,0.249,0.654,125.983,176658.0,6.0
The Nutcracker - March,Pyotr Ilyich Tchaikovsky,classical,0.617,0.211,4.0,-20.508,0.0,0.0397,0.973,0.115,0.65,75.962,143840.0,4.0
The Only,Sasha Alex Sloan,alt z,0.682,0.26,4.0,-11.008,0.0,0.0495,0.745,0.137,0.0502,138.034,213959.0,4.0
The Only Way,Tricky,electronica,0.661,0.421,4.0,-8.526,1.0,0.0283,0.246,0.1,0.1,120.059,291040.0,4.0
The Other - Stripped,Lauv,pop,0.396,0.375,7.0,-6.625,1.0,0.0342,0.836,0.287,0.406,90.158,182000.0,7.0
The Other Side,Hugh Jackman,hollywood,0.638,0.795,0.0,-8.45,1.0,0.302,0.00433,0.153,0.31,153.99,214373.0,0.0
The Other Side,Ruelle,metropopolis,0.367,0.255,6.0,-8.187,0.0,0.033,0.92,0.0944,0.196,136.876,252485.0,6.0
The Outside,Twenty One Pilots,modern rock,0.785,0.623,11.0,-6.923,1.0,0.0403,0.0505,0.0539,0.711,100.991,216759.0,11.0
